id;age;competition;datetime;days_since_last_run;dt_actual_off;encuentro;equipo_local;equipo_visitante;es_fila;event;event_id;full_description;id_competition;id_local;id_partido;id_visitante;in_play;jockey_name;lastpricetraded;latest_taken;nombre;number_of_active_runners;number_of_winners;odds_back;odds_back_1;odds_back_2;odds_back_3;odds_lay;odds_lay_1;odds_lay_2;odds_lay_3;official_rating;partido;player;scheduled_off;selection;selection_id;sex_type;simbolo;size_back_1;size_back_2;size_back_3;size_lay_1;size_lay_2;size_lay_3;sortPriority;sports_id;sports_id_event;status;status_selection;trainer_name;type;ultima;unico;unico_evento;volume_matched;volume_matched_selection;weight_units;weight_unitsform;weight_value;win_flag;yyyymmdd;event_id_selection
3343837;;Elite Friendlies;1659900149.707702;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.25;1659900146.471;fila;2.0;1.0;1.25;1.25;1.24;1.23;1.27;1.27;1.28;1.29;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;346.14;359.0;339.79;72.22;370.1;304.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8770.15;8088.69;;;;0.0;20220807.0;1.201838321
3343838;;Elite Friendlies;1659900149.707702;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900146.471;fila;2.0;1.0;4.7;4.7;4.6;4.5;5.0;5.0;5.1;5.2;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;20.35;78.35;68.0;53.92;48.0;45.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8770.15;681.45;;;;0.0;20220807.0;1.201838321
3349694;;Elite Friendlies;1659900353.471432;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.21;1659900352.595;fila;2.0;1.0;1.21;1.21;1.2;1.19;1.23;1.23;1.24;1.25;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;256.62;368.0;843.45;108.31;430.05;379.09;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8970.15;8288.69;;;;0.0;20220807.0;1.201838321
3349695;;Elite Friendlies;1659900353.471432;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900352.595;fila;2.0;1.0;5.3;5.3;5.2;5.1;5.7;5.7;5.8;5.9;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;19.24;47.0;54.29;2.01;34.0;31.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8970.15;681.45;;;;0.0;20220807.0;1.201838321
3351205;;Elite Friendlies;1659900408.99336;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.2;1659900407.42;fila;2.0;1.0;1.2;1.2;1.19;1.18;1.21;1.21;1.22;1.23;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;352.52;357.0;373.0;72.97;425.52;361.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8975.11;8293.65;;;;0.0;20220807.0;1.201838321
3351206;;Elite Friendlies;1659900408.99336;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900407.42;fila;2.0;1.0;5.7;5.7;5.6;5.5;6.0;6.0;6.2;6.4;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;19.34;9.65;38.0;57.0;56.0;48.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8975.11;681.45;;;;0.0;20220807.0;1.201838321
3351822;;Elite Friendlies;1659900431.309148;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.2;1659900427.378;fila;2.0;1.0;1.2;1.2;1.19;1.18;1.21;1.21;1.22;1.23;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;343.93;357.0;373.0;72.97;472.29;361.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8989.25;8307.79;;;;0.0;20220807.0;1.201838321
3351823;;Elite Friendlies;1659900431.309148;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900427.378;fila;2.0;1.0;5.7;5.7;5.6;5.5;6.0;6.0;6.2;6.4;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;19.13;9.65;38.0;61.0;56.0;48.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8989.25;681.45;;;;0.0;20220807.0;1.201838321
3354231;;Elite Friendlies;1659900520.71729;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.19;1659900518.05;fila;2.0;1.0;1.17;1.17;1.16;1.15;1.19;1.19;1.2;1.21;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;388.0;389.0;843.45;122.17;435.69;353.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8990.09;8308.63;;;;0.0;20220807.0;1.201838321
3354232;;Elite Friendlies;1659900520.722291;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900518.05;fila;2.0;1.0;6.2;6.2;6.0;5.9;6.8;6.8;7.0;7.2;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;18.3;31.0;33.0;41.0;38.0;34.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8990.09;681.45;;;;0.0;20220807.0;1.201838321
3354570;;Elite Friendlies;1659900531.867686;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.19;1659900530.263;fila;2.0;1.0;1.17;1.17;1.16;1.14;1.19;1.19;1.2;1.21;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;388.0;389.0;885.63;121.3;435.69;353.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8991.83;8310.37;;;;0.0;20220807.0;1.201838321
3354571;;Elite Friendlies;1659900531.867686;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900530.263;fila;2.0;1.0;6.2;6.2;6.0;5.9;6.8;6.8;7.0;7.2;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;72.3;31.0;33.0;41.0;38.0;34.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8991.83;681.45;;;;0.0;20220807.0;1.201838321
3361928;;Elite Friendlies;1659900787.919145;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.1;1659900784.977;fila;2.0;1.0;1.1;1.1;1.09;1.08;1.4;1.4;;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;4451.29;381.0;444.88;;;;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;8993.83;8312.37;;;;0.0;20220807.0;1.201838321
3361929;;Elite Friendlies;1659900787.919145;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900784.977;fila;2.0;1.0;1.01;1.01;;;11.0;11.0;11.5;12.0;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;;;;20.0;17.0;14.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;8993.83;681.45;;;;0.0;20220807.0;1.201838321
3364742;;Elite Friendlies;1659900887.832642;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.11;1659900887.39;fila;2.0;1.0;1.11;1.11;1.1;1.09;1.12;1.12;1.13;1.14;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;28.85;403.0;381.0;573.0;544.3;375.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9101.54;8420.08;;;;0.0;20220807.0;1.201838321
3364743;;Elite Friendlies;1659900887.832642;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900887.39;fila;2.0;1.0;9.8;9.8;9.6;9.4;11.0;11.0;11.5;12.0;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;15.0;33.8;35.5;23.0;17.0;14.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9101.54;681.45;;;;0.0;20220807.0;1.201838321
3365067;;Elite Friendlies;1659900899.158014;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.11;1659900898.295;fila;2.0;1.0;1.09;1.09;1.08;1.07;1.11;1.11;1.12;1.13;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;381.0;405.0;4.97;25.09;573.0;405.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9159.25;8477.79;;;;0.0;20220807.0;1.201838321
3365068;;Elite Friendlies;1659900899.158014;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900898.295;fila;2.0;1.0;10.0;10.0;9.8;9.6;11.5;11.5;12.0;12.5;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;8.62;33.13;16.0;17.0;14.0;14.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9159.25;681.45;;;;0.0;20220807.0;1.201838321
3366533;;Elite Friendlies;1659900949.177266;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.09;1659900943.898;fila;2.0;1.0;1.09;1.09;1.08;1.07;1.1;1.1;1.11;1.12;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;372.71;405.0;403.97;176.28;529.51;397.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9175.82;8494.37;;;;0.0;20220807.0;1.201838321
3366534;;Elite Friendlies;1659900949.179766;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900943.898;fila;2.0;1.0;11.0;11.0;10.5;10.0;12.5;12.5;13.0;13.5;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;18.46;48.71;14.0;14.0;16.0;14.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9175.82;681.45;;;;0.0;20220807.0;1.201838321
3367517;;Elite Friendlies;1659900982.533443;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.08;1659900981.361;fila;2.0;1.0;1.08;1.08;1.07;1.02;1.1;1.1;1.11;1.12;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;355.0;403.97;116.0;609.14;504.65;397.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9275.82;8594.37;;;;0.0;20220807.0;1.201838321
3367518;;Elite Friendlies;1659900982.533443;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;4.8;1659900981.361;fila;2.0;1.0;11.0;11.0;10.5;10.0;12.5;12.5;13.0;13.5;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;45.46;40.23;14.0;14.0;16.0;14.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9275.82;681.45;;;;0.0;20220807.0;1.201838321
3368027;;Elite Friendlies;1659900999.216521;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.08;1659900997.499;fila;2.0;1.0;1.07;1.07;1.06;1.02;1.09;1.09;1.1;1.11;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;399.0;392.0;116.0;614.18;584.28;397.0;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9284.26;8594.37;;;;0.0;20220807.0;1.201838321
3368028;;Elite Friendlies;1659900999.21902;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;12.0;1659900997.499;fila;2.0;1.0;12.0;12.0;11.5;11.0;14.5;14.5;15.0;15.5;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;35.44;23.0;27.0;12.0;10.0;9.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9284.26;689.89;;;;0.0;20220807.0;1.201838321
3371781;;Elite Friendlies;1659901132.853712;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.08;1659901130.635;fila;2.0;1.0;1.06;1.06;1.05;1.04;1.07;1.07;1.08;1.09;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;399.0;418.0;443.64;24.86;1238.57;620.18;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9288.22;8594.37;;;;0.0;20220807.0;1.201838321
3371782;;Elite Friendlies;1659901132.853712;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;15.5;1659901130.635;fila;2.0;1.0;14.0;14.0;13.0;12.5;16.5;16.5;17.0;17.5;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;17.08;17.0;19.0;7.0;7.0;6.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9288.22;693.85;;;;0.0;20220807.0;1.201838321
3378760;;Elite Friendlies;1659901384.651908;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.04;1659901383.335;fila;2.0;1.0;1.04;1.04;1.03;1.02;1.05;1.05;1.06;1.07;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;420.24;422.0;468.0;66.6;1702.54;513.2;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9294.22;8600.37;;;;0.0;20220807.0;1.201838321
3378761;;Elite Friendlies;1659901384.65441;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;15.5;1659901383.335;fila;2.0;1.0;19.5;19.5;19.0;18.5;27.0;27.0;28.0;29.0;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;8.8;10.37;13.74;4.0;3.0;3.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9294.22;693.85;;;;0.0;20220807.0;1.201838321
3378906;;Elite Friendlies;1659901390.189588;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.04;1659901384.835;fila;2.0;1.0;1.04;1.04;1.03;1.02;1.05;1.05;1.06;1.07;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;274.0;422.0;468.0;66.6;1702.54;513.2;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9586.7;8892.84;;;;0.0;20220807.0;1.201838321
3378907;;Elite Friendlies;1659901390.192089;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;15.5;1659901384.835;fila;2.0;1.0;19.5;19.5;19.0;18.5;27.0;27.0;28.0;29.0;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;8.8;8.42;13.74;4.0;3.0;3.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9586.7;693.85;;;;0.0;20220807.0;1.201838321
3379799;;Elite Friendlies;1659901423.375755;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.03;1659901420.187;fila;2.0;1.0;1.03;1.03;1.02;1.01;1.05;1.05;1.06;1.11;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;415.15;617.3;186.0;21.09;1341.86;6.54;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9600.4;8906.54;;;;0.0;20220807.0;1.201838321
3379800;;Elite Friendlies;1659901423.375755;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;15.5;1659901420.187;fila;2.0;1.0;20.0;20.0;19.5;19.0;30.0;30.0;32.0;34.0;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;4.0;4.0;4.0;5.0;4.0;3.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9600.4;693.85;;;;0.0;20220807.0;1.201838321
3380607;;Elite Friendlies;1659901451.209862;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.03;1659901446.227;fila;2.0;1.0;1.03;1.03;1.02;1.01;1.05;1.05;1.06;1.11;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;411.62;617.3;186.0;337.86;1317.0;6.54;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;9607.46;8913.6;;;;0.0;20220807.0;1.201838321
3380608;;Elite Friendlies;1659901451.209862;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;15.5;1659901446.227;fila;2.0;1.0;22.0;22.0;21.0;20.0;34.0;34.0;36.0;38.0;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;1.94;6.0;4.0;3.0;2.0;2.0;2;1;1_over/under 2.5 goals;open;active;;1.0;0;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;9607.46;693.85;;;;0.0;20220807.0;1.201838321
3384002;;Elite Friendlies;1659901573.19599;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.02;1659901569.424;fila;2.0;1.0;1.01;1.01;;;1.02;1.02;1.05;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;10138.05;9444.2;;;;0.0;20220807.0;1.201838321
3384441;;Elite Friendlies;1659901589.741586;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.02;1659901588.555;fila;2.0;1.0;1.01;1.01;;;1.02;1.02;;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;10141.65;9447.8;;;;0.0;20220807.0;1.201838321
3384759;;Elite Friendlies;1659901600.771974;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.02;1659901599.976;fila;2.0;1.0;1.01;1.01;;;1.02;1.02;;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;10147.39;9453.54;;;;0.0;20220807.0;1.201838321
3385930;;Elite Friendlies;1659901650.503729;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.02;1659901647.456;fila;2.0;1.0;1.01;1.01;;;1.02;1.02;;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;10154.16;9460.3;;;;0.0;20220807.0;1.201838321
3387071;;Elite Friendlies;1659901694.627753;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;1.02;1659901691.122;fila;2.0;1.0;1.01;1.01;;;1.02;1.02;1.03;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;1;1;1_over/under 2.5 goals;open;active;;0.0;0;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;10155.32;9460.3;;;;0.0;20220807.0;1.201838321
3397204;;Elite Friendlies;1659902103.401048;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;;1659895364.0;fila;0.0;1.0;;;;;;;;;;albacete v getafe_20220807;under 2.5 goals;1659895364.0;under 2.5 goals;47972;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;1;1;1_over/under 2.5 goals;closed;winner;;0.0;1;1.201886293202208e+17;1_over/under 2.5 goals_20220807180200;0.0;;;;;1.0;20220807.0;1.201838321
3397205;;Elite Friendlies;1659902103.401048;;1659895364.0;albacete v getafe;albacete;getafe;1.0;over/under 2.5 goals;1.201838321;albacete v getafe_20220807;12247754;;;;1.0;;;1659895364.0;fila;0.0;1.0;;;;;;;;;;albacete v getafe_20220807;over 2.5 goals;1659895364.0;over 2.5 goals;47973;;1_over under 25 goals_albacete v getafe_20220807180200;;;;;;;2;1;1_over/under 2.5 goals;closed;loser;;1.0;1;1.201886294202208e+17;1_over/under 2.5 goals_20220807180200;0.0;;;;;0.0;20220807.0;1.201838321
